id_performance;id_employe;date_evaluation;score;objectifs_atteints
3721;311;01/01/2022;63;FAUX
3722;311;01/04/2022;78;FAUX
3723;311;01/07/2022;75;VRAI
3724;311;01/10/2022;61;FAUX
3725;311;01/01/2023;66;VRAI
3726;311;01/04/2023;59;FAUX
3727;311;01/07/2023;71;VRAI
3728;311;01/10/2023;92;VRAI
3729;311;01/01/2024;64;VRAI
3730;311;01/04/2024;97;FAUX
3731;311;01/07/2024;70;VRAI
3732;311;01/10/2024;70;FAUX
3733;312;01/01/2022;93;FAUX
3734;312;01/04/2022;54;VRAI
3735;312;01/07/2022;58;VRAI
3736;312;01/10/2022;67;VRAI
3737;312;01/01/2023;57;FAUX
3738;312;01/04/2023;83;FAUX
3739;312;01/07/2023;90;VRAI
3740;312;01/10/2023;73;FAUX
3741;312;01/01/2024;73;FAUX
3742;312;01/04/2024;81;FAUX
3743;312;01/07/2024;82;FAUX
3744;312;01/10/2024;93;VRAI
3745;313;01/01/2022;98;FAUX
3746;313;01/04/2022;60;VRAI
3747;313;01/07/2022;67;VRAI
3748;313;01/10/2022;71;VRAI
3749;313;01/01/2023;67;FAUX
3750;313;01/04/2023;96;VRAI
3751;313;01/07/2023;96;VRAI
3752;313;01/10/2023;69;VRAI
3753;313;01/01/2024;94;VRAI
3754;313;01/04/2024;53;FAUX
3755;313;01/07/2024;85;FAUX
3756;313;01/10/2024;94;FAUX
3757;314;01/01/2022;77;FAUX
3758;314;01/04/2022;72;VRAI
3759;314;01/07/2022;85;VRAI
3760;314;01/10/2022;55;VRAI
3761;314;01/01/2023;88;FAUX
3762;314;01/04/2023;84;FAUX
3763;314;01/07/2023;59;FAUX
3764;314;01/10/2023;90;FAUX
3765;314;01/01/2024;87;VRAI
3766;314;01/04/2024;92;VRAI
3767;314;01/07/2024;99;FAUX
3768;314;01/10/2024;54;FAUX
3769;315;01/01/2022;85;VRAI
3770;315;01/04/2022;94;FAUX
3771;315;01/07/2022;74;FAUX
3772;315;01/10/2022;60;VRAI
3773;315;01/01/2023;83;FAUX
3774;315;01/04/2023;63;FAUX
3775;315;01/07/2023;73;VRAI
3776;315;01/10/2023;88;FAUX
3777;315;01/01/2024;92;FAUX
3778;315;01/04/2024;88;VRAI
3779;315;01/07/2024;65;FAUX
3780;315;01/10/2024;87;VRAI
3781;316;01/01/2022;81;FAUX
3782;316;01/04/2022;83;FAUX
3783;316;01/07/2022;57;FAUX
3784;316;01/10/2022;76;VRAI
3785;316;01/01/2023;76;VRAI
3786;316;01/04/2023;95;VRAI
3787;316;01/07/2023;64;VRAI
3788;316;01/10/2023;71;FAUX
3789;316;01/01/2024;61;VRAI
3790;316;01/04/2024;94;VRAI
3791;316;01/07/2024;74;FAUX
3792;316;01/10/2024;79;FAUX
3793;317;01/01/2022;83;FAUX
3794;317;01/04/2022;62;FAUX
3795;317;01/07/2022;78;FAUX
3796;317;01/10/2022;90;VRAI
3797;317;01/01/2023;58;VRAI
3798;317;01/04/2023;62;VRAI
3799;317;01/07/2023;63;VRAI
3800;317;01/10/2023;58;FAUX
3801;317;01/01/2024;88;FAUX
3802;317;01/04/2024;52;VRAI
3803;317;01/07/2024;96;FAUX
3804;317;01/10/2024;82;FAUX
3805;318;01/01/2022;56;VRAI
3806;318;01/04/2022;83;FAUX
3807;318;01/07/2022;99;FAUX
3808;318;01/10/2022;96;FAUX
3809;318;01/01/2023;68;FAUX
3810;318;01/04/2023;75;VRAI
3811;318;01/07/2023;77;VRAI
3812;318;01/10/2023;76;FAUX
3813;318;01/01/2024;68;VRAI
3814;318;01/04/2024;56;VRAI
3815;318;01/07/2024;92;VRAI
3816;318;01/10/2024;79;VRAI
3817;319;01/01/2022;92;FAUX
3818;319;01/04/2022;57;FAUX
3819;319;01/07/2022;61;FAUX
3820;319;01/10/2022;62;FAUX
3821;319;01/01/2023;67;FAUX
3822;319;01/04/2023;98;FAUX
3823;319;01/07/2023;65;VRAI
3824;319;01/10/2023;52;FAUX
3825;319;01/01/2024;76;VRAI
3826;319;01/04/2024;83;VRAI
3827;319;01/07/2024;71;FAUX
3828;319;01/10/2024;72;VRAI
3829;320;01/01/2022;98;FAUX
3830;320;01/04/2022;90;VRAI
3831;320;01/07/2022;96;FAUX
3832;320;01/10/2022;58;FAUX
3833;320;01/01/2023;70;VRAI
3834;320;01/04/2023;95;VRAI
3835;320;01/07/2023;65;VRAI
3836;320;01/10/2023;74;FAUX
3837;320;01/01/2024;98;VRAI
3838;320;01/04/2024;94;VRAI
3839;320;01/07/2024;64;VRAI
3840;320;01/10/2024;82;VRAI
3841;321;01/01/2022;54;FAUX
3842;321;01/04/2022;58;FAUX
3843;321;01/07/2022;55;FAUX
3844;321;01/10/2022;94;FAUX
3845;321;01/01/2023;77;FAUX
3846;321;01/04/2023;64;FAUX
3847;321;01/07/2023;76;FAUX
3848;321;01/10/2023;53;VRAI
3849;321;01/01/2024;70;FAUX
3850;321;01/04/2024;79;FAUX
3851;321;01/07/2024;84;VRAI
3852;321;01/10/2024;61;VRAI
3853;322;01/01/2022;79;VRAI
3854;322;01/04/2022;87;VRAI
3855;322;01/07/2022;87;FAUX
3856;322;01/10/2022;64;FAUX
3857;322;01/01/2023;78;FAUX
3858;322;01/04/2023;87;FAUX
3859;322;01/07/2023;70;VRAI
3860;322;01/10/2023;90;VRAI
3861;322;01/01/2024;67;VRAI
3862;322;01/04/2024;86;FAUX
3863;322;01/07/2024;87;FAUX
3864;322;01/10/2024;60;FAUX
3865;323;01/01/2022;98;FAUX
3866;323;01/04/2022;58;VRAI
3867;323;01/07/2022;52;VRAI
3868;323;01/10/2022;70;VRAI
3869;323;01/01/2023;58;FAUX
3870;323;01/04/2023;68;VRAI
3871;323;01/07/2023;95;FAUX
3872;323;01/10/2023;68;FAUX
3873;323;01/01/2024;72;VRAI
3874;323;01/04/2024;76;VRAI
3875;323;01/07/2024;85;FAUX
3876;323;01/10/2024;76;FAUX
3877;324;01/01/2022;83;VRAI
3878;324;01/04/2022;77;VRAI
3879;324;01/07/2022;81;FAUX
3880;324;01/10/2022;69;FAUX
3881;324;01/01/2023;84;VRAI
3882;324;01/04/2023;80;FAUX
3883;324;01/07/2023;71;VRAI
3884;324;01/10/2023;90;VRAI
3885;324;01/01/2024;58;VRAI
3886;324;01/04/2024;64;VRAI
3887;324;01/07/2024;71;FAUX
3888;324;01/10/2024;81;FAUX
3889;325;01/01/2022;75;FAUX
3890;325;01/04/2022;87;FAUX
3891;325;01/07/2022;57;FAUX
3892;325;01/10/2022;70;FAUX
3893;325;01/01/2023;95;VRAI
3894;325;01/04/2023;77;FAUX
3895;325;01/07/2023;93;FAUX
3896;325;01/10/2023;55;FAUX
3897;325;01/01/2024;80;VRAI
3898;325;01/04/2024;93;VRAI
3899;325;01/07/2024;57;VRAI
3900;325;01/10/2024;51;VRAI
3901;326;01/01/2022;94;VRAI
3902;326;01/04/2022;91;FAUX
3903;326;01/07/2022;66;VRAI
3904;326;01/10/2022;87;VRAI
3905;326;01/01/2023;96;VRAI
3906;326;01/04/2023;79;FAUX
3907;326;01/07/2023;53;VRAI
3908;326;01/10/2023;86;VRAI
3909;326;01/01/2024;58;FAUX
3910;326;01/04/2024;62;VRAI
3911;326;01/07/2024;71;FAUX
3912;326;01/10/2024;79;FAUX
3913;327;01/01/2022;85;FAUX
3914;327;01/04/2022;85;FAUX
3915;327;01/07/2022;94;FAUX
3916;327;01/10/2022;99;VRAI
3917;327;01/01/2023;50;VRAI
3918;327;01/04/2023;99;VRAI
3919;327;01/07/2023;81;FAUX
3920;327;01/10/2023;92;VRAI
3921;327;01/01/2024;80;FAUX
3922;327;01/04/2024;96;FAUX
3923;327;01/07/2024;97;VRAI
3924;327;01/10/2024;78;VRAI
3925;328;01/01/2022;68;VRAI
3926;328;01/04/2022;58;VRAI
3927;328;01/07/2022;86;VRAI
3928;328;01/10/2022;77;FAUX
3929;328;01/01/2023;73;FAUX
3930;328;01/04/2023;85;FAUX
3931;328;01/07/2023;67;VRAI
3932;328;01/10/2023;84;FAUX
3933;328;01/01/2024;63;VRAI
3934;328;01/04/2024;75;FAUX
3935;328;01/07/2024;73;FAUX
3936;328;01/10/2024;69;VRAI
3937;329;01/01/2022;56;FAUX
3938;329;01/04/2022;66;FAUX
3939;329;01/07/2022;71;FAUX
3940;329;01/10/2022;61;FAUX
3941;329;01/01/2023;95;VRAI
3942;329;01/04/2023;64;VRAI
3943;329;01/07/2023;65;VRAI
3944;329;01/10/2023;51;FAUX
3945;329;01/01/2024;77;VRAI
3946;329;01/04/2024;90;FAUX
3947;329;01/07/2024;76;VRAI
3948;329;01/10/2024;90;FAUX
3949;330;01/01/2022;96;VRAI
3950;330;01/04/2022;50;FAUX
3951;330;01/07/2022;78;VRAI
3952;330;01/10/2022;57;VRAI
3953;330;01/01/2023;65;FAUX
3954;330;01/04/2023;77;FAUX
3955;330;01/07/2023;67;FAUX
3956;330;01/10/2023;90;FAUX
3957;330;01/01/2024;68;VRAI
3958;330;01/04/2024;99;VRAI
3959;330;01/07/2024;54;VRAI
3960;330;01/10/2024;83;VRAI
3961;331;01/01/2022;59;VRAI
3962;331;01/04/2022;56;FAUX
3963;331;01/07/2022;86;VRAI
3964;331;01/10/2022;64;FAUX
3965;331;01/01/2023;73;FAUX
3966;331;01/04/2023;75;FAUX
3967;331;01/07/2023;75;FAUX
3968;331;01/10/2023;59;VRAI
3969;331;01/01/2024;63;FAUX
3970;331;01/04/2024;97;VRAI
3971;331;01/07/2024;76;VRAI
3972;331;01/10/2024;56;FAUX
3973;332;01/01/2022;59;FAUX
3974;332;01/04/2022;58;FAUX
3975;332;01/07/2022;72;VRAI
3976;332;01/10/2022;97;VRAI
3977;332;01/01/2023;76;FAUX
3978;332;01/04/2023;78;VRAI
3979;332;01/07/2023;69;VRAI
3980;332;01/10/2023;92;FAUX
3981;332;01/01/2024;56;FAUX
3982;332;01/04/2024;68;VRAI
3983;332;01/07/2024;69;FAUX
3984;332;01/10/2024;88;FAUX
3985;333;01/01/2022;56;FAUX
3986;333;01/04/2022;74;VRAI
3987;333;01/07/2022;62;VRAI
3988;333;01/10/2022;89;FAUX
3989;333;01/01/2023;98;VRAI
3990;333;01/04/2023;97;FAUX
3991;333;01/07/2023;83;FAUX
3992;333;01/10/2023;57;VRAI
3993;333;01/01/2024;94;FAUX
3994;333;01/04/2024;73;FAUX
3995;333;01/07/2024;91;FAUX
3996;333;01/10/2024;51;VRAI
3997;334;01/01/2022;63;FAUX
3998;334;01/04/2022;88;VRAI
3999;334;01/07/2022;61;FAUX
4000;334;01/10/2022;77;VRAI
4001;334;01/01/2023;77;FAUX
4002;334;01/04/2023;74;FAUX
4003;334;01/07/2023;75;FAUX
4004;334;01/10/2023;99;VRAI
4005;334;01/01/2024;50;VRAI
4006;334;01/04/2024;56;FAUX
4007;334;01/07/2024;97;FAUX
4008;334;01/10/2024;54;VRAI
4009;335;01/01/2022;88;FAUX
4010;335;01/04/2022;83;VRAI
4011;335;01/07/2022;98;FAUX
4012;335;01/10/2022;89;FAUX
4013;335;01/01/2023;96;VRAI
4014;335;01/04/2023;76;VRAI
4015;335;01/07/2023;87;FAUX
4016;335;01/10/2023;99;VRAI
4017;335;01/01/2024;75;FAUX
4018;335;01/04/2024;63;FAUX
4019;335;01/07/2024;63;VRAI
4020;335;01/10/2024;85;FAUX
4021;336;01/01/2022;96;VRAI
4022;336;01/04/2022;81;FAUX
4023;336;01/07/2022;63;FAUX
4024;336;01/10/2022;50;FAUX
4025;336;01/01/2023;69;FAUX
4026;336;01/04/2023;59;VRAI
4027;336;01/07/2023;73;FAUX
4028;336;01/10/2023;77;VRAI
4029;336;01/01/2024;89;VRAI
4030;336;01/04/2024;82;FAUX
4031;336;01/07/2024;56;VRAI
4032;336;01/10/2024;65;VRAI
4033;337;01/01/2022;83;FAUX
4034;337;01/04/2022;72;VRAI
4035;337;01/07/2022;99;VRAI
4036;337;01/10/2022;62;FAUX
4037;337;01/01/2023;73;VRAI
4038;337;01/04/2023;66;VRAI
4039;337;01/07/2023;62;FAUX
4040;337;01/10/2023;76;FAUX
4041;337;01/01/2024;82;FAUX
4042;337;01/04/2024;81;FAUX
4043;337;01/07/2024;78;FAUX
4044;337;01/10/2024;68;FAUX
4045;338;01/01/2022;93;FAUX
4046;338;01/04/2022;88;FAUX
4047;338;01/07/2022;90;VRAI
4048;338;01/10/2022;71;FAUX
4049;338;01/01/2023;59;FAUX
4050;338;01/04/2023;78;FAUX
4051;338;01/07/2023;50;VRAI
4052;338;01/10/2023;79;FAUX
4053;338;01/01/2024;95;VRAI
4054;338;01/04/2024;70;VRAI
4055;338;01/07/2024;95;FAUX
4056;338;01/10/2024;70;VRAI
4057;339;01/01/2022;90;FAUX
4058;339;01/04/2022;94;VRAI
4059;339;01/07/2022;68;FAUX
4060;339;01/10/2022;56;VRAI
4061;339;01/01/2023;50;VRAI
4062;339;01/04/2023;55;FAUX
4063;339;01/07/2023;51;VRAI
4064;339;01/10/2023;81;VRAI
4065;339;01/01/2024;97;FAUX
4066;339;01/04/2024;54;VRAI
4067;339;01/07/2024;80;FAUX
4068;339;01/10/2024;84;FAUX
4069;340;01/01/2022;97;FAUX
4070;340;01/04/2022;64;VRAI
4071;340;01/07/2022;65;FAUX
4072;340;01/10/2022;62;FAUX
4073;340;01/01/2023;91;FAUX
4074;340;01/04/2023;80;FAUX
4075;340;01/07/2023;78;VRAI
4076;340;01/10/2023;58;VRAI
4077;340;01/01/2024;60;VRAI
4078;340;01/04/2024;71;FAUX
4079;340;01/07/2024;95;VRAI
4080;340;01/10/2024;69;VRAI
4081;341;01/01/2022;70;FAUX
4082;341;01/04/2022;71;VRAI
4083;341;01/07/2022;58;VRAI
4084;341;01/10/2022;54;FAUX
4085;341;01/01/2023;60;VRAI
4086;341;01/04/2023;91;VRAI
4087;341;01/07/2023;88;FAUX
4088;341;01/10/2023;95;VRAI
4089;341;01/01/2024;98;FAUX
4090;341;01/04/2024;75;VRAI
4091;341;01/07/2024;55;FAUX
4092;341;01/10/2024;97;VRAI
4093;342;01/01/2022;59;VRAI
4094;342;01/04/2022;88;VRAI
4095;342;01/07/2022;83;VRAI
4096;342;01/10/2022;61;VRAI
4097;342;01/01/2023;93;FAUX
4098;342;01/04/2023;87;VRAI
4099;342;01/07/2023;51;FAUX
4100;342;01/10/2023;54;VRAI
4101;342;01/01/2024;74;VRAI
4102;342;01/04/2024;84;FAUX
4103;342;01/07/2024;86;FAUX
4104;342;01/10/2024;60;FAUX
4105;343;01/01/2022;84;VRAI
4106;343;01/04/2022;94;VRAI
4107;343;01/07/2022;57;FAUX
4108;343;01/10/2022;69;FAUX
4109;343;01/01/2023;83;FAUX
4110;343;01/04/2023;67;VRAI
4111;343;01/07/2023;53;FAUX
4112;343;01/10/2023;58;FAUX
4113;343;01/01/2024;75;FAUX
4114;343;01/04/2024;74;FAUX
4115;343;01/07/2024;90;VRAI
4116;343;01/10/2024;94;VRAI
4117;344;01/01/2022;87;VRAI
4118;344;01/04/2022;68;FAUX
4119;344;01/07/2022;70;VRAI
4120;344;01/10/2022;52;VRAI
4121;344;01/01/2023;99;FAUX
4122;344;01/04/2023;65;FAUX
4123;344;01/07/2023;58;VRAI
4124;344;01/10/2023;56;FAUX
4125;344;01/01/2024;55;VRAI
4126;344;01/04/2024;64;FAUX
4127;344;01/07/2024;57;FAUX
4128;344;01/10/2024;89;VRAI
4129;345;01/01/2022;81;FAUX
4130;345;01/04/2022;98;VRAI
4131;345;01/07/2022;54;FAUX
4132;345;01/10/2022;71;FAUX
4133;345;01/01/2023;65;VRAI
4134;345;01/04/2023;56;FAUX
4135;345;01/07/2023;99;FAUX
4136;345;01/10/2023;96;FAUX
4137;345;01/01/2024;80;FAUX
4138;345;01/04/2024;90;FAUX
4139;345;01/07/2024;54;VRAI
4140;345;01/10/2024;89;VRAI
4141;346;01/01/2022;78;VRAI
4142;346;01/04/2022;54;VRAI
4143;346;01/07/2022;81;FAUX
4144;346;01/10/2022;64;VRAI
4145;346;01/01/2023;71;FAUX
4146;346;01/04/2023;66;FAUX
4147;346;01/07/2023;74;FAUX
4148;346;01/10/2023;66;FAUX
4149;346;01/01/2024;77;VRAI
4150;346;01/04/2024;67;VRAI
4151;346;01/07/2024;67;VRAI
4152;346;01/10/2024;81;FAUX
4153;347;01/01/2022;65;FAUX
4154;347;01/04/2022;67;FAUX
4155;347;01/07/2022;66;VRAI
4156;347;01/10/2022;61;FAUX
4157;347;01/01/2023;59;VRAI
4158;347;01/04/2023;70;VRAI
4159;347;01/07/2023;68;VRAI
4160;347;01/10/2023;93;VRAI
4161;347;01/01/2024;55;FAUX
4162;347;01/04/2024;53;VRAI
4163;347;01/07/2024;67;VRAI
4164;347;01/10/2024;84;FAUX
4165;348;01/01/2022;87;FAUX
4166;348;01/04/2022;69;FAUX
4167;348;01/07/2022;84;FAUX
4168;348;01/10/2022;68;FAUX
4169;348;01/01/2023;53;VRAI
4170;348;01/04/2023;51;VRAI
4171;348;01/07/2023;94;FAUX
4172;348;01/10/2023;83;FAUX
4173;348;01/01/2024;73;FAUX
4174;348;01/04/2024;93;VRAI
4175;348;01/07/2024;90;VRAI
4176;348;01/10/2024;59;FAUX
4177;349;01/01/2022;67;VRAI
4178;349;01/04/2022;56;VRAI
4179;349;01/07/2022;68;FAUX
4180;349;01/10/2022;64;VRAI
4181;349;01/01/2023;91;VRAI
4182;349;01/04/2023;53;FAUX
4183;349;01/07/2023;53;VRAI
4184;349;01/10/2023;90;FAUX
4185;349;01/01/2024;72;FAUX
4186;349;01/04/2024;86;VRAI
4187;349;01/07/2024;60;VRAI
4188;349;01/10/2024;60;VRAI
4189;350;01/01/2022;63;FAUX
4190;350;01/04/2022;57;VRAI
4191;350;01/07/2022;67;VRAI
4192;350;01/10/2022;93;FAUX
4193;350;01/01/2023;67;FAUX
4194;350;01/04/2023;56;FAUX
4195;350;01/07/2023;99;FAUX
4196;350;01/10/2023;63;VRAI
4197;350;01/01/2024;65;FAUX
4198;350;01/04/2024;79;FAUX
4199;350;01/07/2024;67;VRAI
4200;350;01/10/2024;93;FAUX
4201;351;01/01/2022;62;FAUX
4202;351;01/04/2022;98;FAUX
4203;351;01/07/2022;84;VRAI
4204;351;01/10/2022;91;VRAI
4205;351;01/01/2023;87;VRAI
4206;351;01/04/2023;85;VRAI
4207;351;01/07/2023;69;VRAI
4208;351;01/10/2023;52;FAUX
4209;351;01/01/2024;89;VRAI
4210;351;01/04/2024;81;VRAI
4211;351;01/07/2024;56;FAUX
4212;351;01/10/2024;70;FAUX
4213;352;01/01/2022;77;FAUX
4214;352;01/04/2022;91;FAUX
4215;352;01/07/2022;81;VRAI
4216;352;01/10/2022;91;VRAI
4217;352;01/01/2023;95;VRAI
4218;352;01/04/2023;60;VRAI
4219;352;01/07/2023;99;VRAI
4220;352;01/10/2023;98;FAUX
4221;352;01/01/2024;52;VRAI
4222;352;01/04/2024;99;VRAI
4223;352;01/07/2024;84;FAUX
4224;352;01/10/2024;64;VRAI
4225;353;01/01/2022;60;VRAI
4226;353;01/04/2022;77;FAUX
4227;353;01/07/2022;77;FAUX
4228;353;01/10/2022;74;FAUX
4229;353;01/01/2023;77;VRAI
4230;353;01/04/2023;60;VRAI
4231;353;01/07/2023;77;VRAI
4232;353;01/10/2023;54;FAUX
4233;353;01/01/2024;91;FAUX
4234;353;01/04/2024;83;FAUX
4235;353;01/07/2024;51;FAUX
4236;353;01/10/2024;62;VRAI
4237;354;01/01/2022;54;FAUX
4238;354;01/04/2022;51;VRAI
4239;354;01/07/2022;60;FAUX
4240;354;01/10/2022;79;FAUX
4241;354;01/01/2023;81;FAUX
4242;354;01/04/2023;99;FAUX
4243;354;01/07/2023;87;VRAI
4244;354;01/10/2023;77;FAUX
4245;354;01/01/2024;71;VRAI
4246;354;01/04/2024;66;FAUX
4247;354;01/07/2024;92;VRAI
4248;354;01/10/2024;66;FAUX
4249;355;01/01/2022;85;FAUX
4250;355;01/04/2022;95;VRAI
4251;355;01/07/2022;85;FAUX
4252;355;01/10/2022;63;FAUX
4253;355;01/01/2023;85;FAUX
4254;355;01/04/2023;58;VRAI
4255;355;01/07/2023;61;VRAI
4256;355;01/10/2023;79;VRAI
4257;355;01/01/2024;89;FAUX
4258;355;01/04/2024;53;VRAI
4259;355;01/07/2024;76;FAUX
4260;355;01/10/2024;74;VRAI
4261;356;01/01/2022;55;VRAI
4262;356;01/04/2022;76;FAUX
4263;356;01/07/2022;58;VRAI
4264;356;01/10/2022;85;VRAI
4265;356;01/01/2023;90;VRAI
4266;356;01/04/2023;81;FAUX
4267;356;01/07/2023;96;VRAI
4268;356;01/10/2023;64;VRAI
4269;356;01/01/2024;68;VRAI
4270;356;01/04/2024;55;VRAI
4271;356;01/07/2024;68;VRAI
4272;356;01/10/2024;77;VRAI
4273;357;01/01/2022;91;VRAI
4274;357;01/04/2022;80;VRAI
4275;357;01/07/2022;64;FAUX
4276;357;01/10/2022;92;VRAI
4277;357;01/01/2023;52;FAUX
4278;357;01/04/2023;52;FAUX
4279;357;01/07/2023;74;VRAI
4280;357;01/10/2023;69;FAUX
4281;357;01/01/2024;78;FAUX
4282;357;01/04/2024;99;VRAI
4283;357;01/07/2024;64;VRAI
4284;357;01/10/2024;59;VRAI
4285;358;01/01/2022;78;FAUX
4286;358;01/04/2022;59;VRAI
4287;358;01/07/2022;96;VRAI
4288;358;01/10/2022;99;VRAI
4289;358;01/01/2023;80;FAUX
4290;358;01/04/2023;98;FAUX
4291;358;01/07/2023;52;VRAI
4292;358;01/10/2023;51;FAUX
4293;358;01/01/2024;50;VRAI
4294;358;01/04/2024;82;FAUX
4295;358;01/07/2024;56;VRAI
4296;358;01/10/2024;93;VRAI
4297;359;01/01/2022;50;VRAI
4298;359;01/04/2022;68;VRAI
4299;359;01/07/2022;75;FAUX
4300;359;01/10/2022;61;FAUX
4301;359;01/01/2023;62;FAUX
4302;359;01/04/2023;63;FAUX
4303;359;01/07/2023;79;FAUX
4304;359;01/10/2023;93;FAUX
4305;359;01/01/2024;93;VRAI
4306;359;01/04/2024;87;VRAI
4307;359;01/07/2024;91;FAUX
4308;359;01/10/2024;90;FAUX
4309;360;01/01/2022;88;VRAI
4310;360;01/04/2022;93;VRAI
4311;360;01/07/2022;50;FAUX
4312;360;01/10/2022;64;FAUX
4313;360;01/01/2023;57;VRAI
4314;360;01/04/2023;67;VRAI
4315;360;01/07/2023;78;FAUX
4316;360;01/10/2023;82;VRAI
4317;360;01/01/2024;67;FAUX
4318;360;01/04/2024;59;FAUX
4319;360;01/07/2024;85;VRAI
4320;360;01/10/2024;72;FAUX
4321;361;01/01/2022;54;FAUX
4322;361;01/04/2022;73;VRAI
4323;361;01/07/2022;80;VRAI
4324;361;01/10/2022;66;FAUX
4325;361;01/01/2023;87;VRAI
4326;361;01/04/2023;71;VRAI
4327;361;01/07/2023;86;VRAI
4328;361;01/10/2023;99;FAUX
4329;361;01/01/2024;74;VRAI
4330;361;01/04/2024;70;VRAI
4331;361;01/07/2024;87;FAUX
4332;361;01/10/2024;76;VRAI
4333;362;01/01/2022;81;VRAI
4334;362;01/04/2022;53;FAUX
4335;362;01/07/2022;68;FAUX
4336;362;01/10/2022;75;FAUX
4337;362;01/01/2023;63;VRAI
4338;362;01/04/2023;69;FAUX
4339;362;01/07/2023;85;VRAI
4340;362;01/10/2023;58;VRAI
4341;362;01/01/2024;79;VRAI
4342;362;01/04/2024;76;VRAI
4343;362;01/07/2024;93;VRAI
4344;362;01/10/2024;62;VRAI
4345;363;01/01/2022;95;FAUX
4346;363;01/04/2022;58;VRAI
4347;363;01/07/2022;72;FAUX
4348;363;01/10/2022;85;VRAI
4349;363;01/01/2023;89;VRAI
4350;363;01/04/2023;83;VRAI
4351;363;01/07/2023;77;VRAI
4352;363;01/10/2023;89;VRAI
4353;363;01/01/2024;94;VRAI
4354;363;01/04/2024;90;FAUX
4355;363;01/07/2024;63;FAUX
4356;363;01/10/2024;64;VRAI
4357;364;01/01/2022;64;VRAI
4358;364;01/04/2022;73;FAUX
4359;364;01/07/2022;95;FAUX
4360;364;01/10/2022;54;FAUX
4361;364;01/01/2023;53;FAUX
4362;364;01/04/2023;65;FAUX
4363;364;01/07/2023;73;FAUX
4364;364;01/10/2023;80;FAUX
4365;364;01/01/2024;84;VRAI
4366;364;01/04/2024;78;VRAI
4367;364;01/07/2024;60;VRAI
4368;364;01/10/2024;77;FAUX
4369;365;01/01/2022;99;VRAI
4370;365;01/04/2022;97;FAUX
4371;365;01/07/2022;59;VRAI
4372;365;01/10/2022;85;VRAI
4373;365;01/01/2023;54;FAUX
4374;365;01/04/2023;93;VRAI
4375;365;01/07/2023;73;FAUX
4376;365;01/10/2023;81;FAUX
4377;365;01/01/2024;81;VRAI
4378;365;01/04/2024;86;FAUX
4379;365;01/07/2024;85;VRAI
4380;365;01/10/2024;96;FAUX
4381;366;01/01/2022;70;FAUX
4382;366;01/04/2022;70;VRAI
4383;366;01/07/2022;55;VRAI
4384;366;01/10/2022;50;FAUX
4385;366;01/01/2023;63;FAUX
4386;366;01/04/2023;50;FAUX
4387;366;01/07/2023;83;FAUX
4388;366;01/10/2023;60;VRAI
4389;366;01/01/2024;91;FAUX
4390;366;01/04/2024;55;FAUX
4391;366;01/07/2024;69;VRAI
4392;366;01/10/2024;51;FAUX
4393;367;01/01/2022;80;FAUX
4394;367;01/04/2022;81;FAUX
4395;367;01/07/2022;72;FAUX
4396;367;01/10/2022;55;VRAI
4397;367;01/01/2023;77;VRAI
4398;367;01/04/2023;79;FAUX
4399;367;01/07/2023;63;VRAI
4400;367;01/10/2023;81;VRAI
4401;367;01/01/2024;83;VRAI
4402;367;01/04/2024;93;VRAI
4403;367;01/07/2024;71;VRAI
4404;367;01/10/2024;56;VRAI
4405;368;01/01/2022;70;FAUX
4406;368;01/04/2022;69;VRAI
4407;368;01/07/2022;93;VRAI
4408;368;01/10/2022;99;VRAI
4409;368;01/01/2023;97;FAUX
4410;368;01/04/2023;64;VRAI
4411;368;01/07/2023;60;VRAI
4412;368;01/10/2023;78;FAUX
4413;368;01/01/2024;94;FAUX
4414;368;01/04/2024;98;FAUX
4415;368;01/07/2024;97;VRAI
4416;368;01/10/2024;64;FAUX
4417;369;01/01/2022;93;VRAI
4418;369;01/04/2022;81;FAUX
4419;369;01/07/2022;89;FAUX
4420;369;01/10/2022;71;FAUX
4421;369;01/01/2023;66;VRAI
4422;369;01/04/2023;97;VRAI
4423;369;01/07/2023;64;VRAI
4424;369;01/10/2023;73;VRAI
4425;369;01/01/2024;61;FAUX
4426;369;01/04/2024;95;FAUX
4427;369;01/07/2024;91;FAUX
4428;369;01/10/2024;80;VRAI
4429;370;01/01/2022;65;VRAI
4430;370;01/04/2022;58;VRAI
4431;370;01/07/2022;63;VRAI
4432;370;01/10/2022;80;VRAI
4433;370;01/01/2023;85;VRAI
4434;370;01/04/2023;88;FAUX
4435;370;01/07/2023;75;FAUX
4436;370;01/10/2023;73;FAUX
4437;370;01/01/2024;68;VRAI
4438;370;01/04/2024;97;FAUX
4439;370;01/07/2024;71;VRAI
4440;370;01/10/2024;58;FAUX
4441;371;01/01/2022;93;VRAI
4442;371;01/04/2022;97;FAUX
4443;371;01/07/2022;86;FAUX
4444;371;01/10/2022;50;FAUX
4445;371;01/01/2023;55;VRAI
4446;371;01/04/2023;85;VRAI
4447;371;01/07/2023;60;VRAI
4448;371;01/10/2023;99;FAUX
4449;371;01/01/2024;96;FAUX
4450;371;01/04/2024;69;FAUX
4451;371;01/07/2024;62;VRAI
4452;371;01/10/2024;79;VRAI
4453;372;01/01/2022;71;FAUX
4454;372;01/04/2022;95;VRAI
4455;372;01/07/2022;80;FAUX
